Date,Open,High,Low,Close,Adj Close,Volume
2023-06-05,5600.000000,5600.000000,5425.000000,5425.000000,5149.125000,255472600
2023-06-06,5400.000000,5500.000000,5350.000000,5450.000000,5172.854004,92019300
2023-06-07,5475.000000,5475.000000,5350.000000,5400.000000,5125.396484,150377000
2023-06-08,5375.000000,5475.000000,5350.000000,5475.000000,5196.582520,92794100
2023-06-09,5425.000000,5450.000000,5375.000000,5425.000000,5149.125000,77251000
2023-06-12,5400.000000,5400.000000,5375.000000,5400.000000,5125.396484,92314200
2023-06-13,5400.000000,5550.000000,5400.000000,5550.000000,5267.768555,108831400
2023-06-14,5575.000000,5575.000000,5475.000000,5550.000000,5267.768555,79137600
2023-06-15,5475.000000,5525.000000,5450.000000,5525.000000,5244.040039,74388400
2023-06-16,5475.000000,5550.000000,5400.000000,5550.000000,5267.768555,189062600
2023-06-19,5500.000000,5525.000000,5450.000000,5525.000000,5244.040039,55144200
2023-06-20,5475.000000,5550.000000,5475.000000,5550.000000,5267.768555,102926800
2023-06-21,5500.000000,5575.000000,5500.000000,5575.000000,5291.497070,84605400
2023-06-22,5550.000000,5600.000000,5475.000000,5475.000000,5196.582520,94143200
2023-06-23,5425.000000,5475.000000,5400.000000,5400.000000,5125.396484,123350300
2023-06-26,5425.000000,5475.000000,5375.000000,5450.000000,5172.854004,85472100
2023-06-27,5450.000000,5500.000000,5425.000000,5425.000000,5149.125000,110716500
2023-07-03,5500.000000,5550.000000,5450.000000,5475.000000,5196.582520,168559800
2023-07-04,5500.000000,5500.000000,5425.000000,5450.000000,5172.854004,94462600
2023-07-05,5400.000000,5450.000000,5400.000000,5450.000000,5172.854004,109632800
2023-07-06,5450.000000,5475.000000,5400.000000,5425.000000,5149.125000,109446200
2023-07-07,5400.000000,5425.000000,5375.000000,5375.000000,5101.667969,114043800
2023-07-10,5425.000000,5500.000000,5400.000000,5400.000000,5125.396484,78972100
2023-07-11,5375.000000,5450.000000,5375.000000,5425.000000,5149.125000,122094700
2023-07-12,5450.000000,5475.000000,5425.000000,5450.000000,5172.854004,104993700
